아주동 ( 경남 거제시 아주동 산164-1 거제시 옥포 유해대기측정소 ),,,,,,,,,,,,
2024-04-20:20,좋음,10,좋음,4,보통,0.0479,좋음,0.0085,좋음,0.27,좋음,0.0020
2024-04-20:19,좋음,14,좋음,2,보통,0.0528,좋음,0.0058,좋음,0.26,좋음,0.0019
2024-04-20:18,좋음,21,좋음,4,보통,0.0532,좋음,0.0066,좋음,0.26,좋음,0.0019
2024-04-20:17,보통,37,좋음,8,보통,0.0558,좋음,0.0046,좋음,0.26,좋음,0.0020
2024-04-20:16,보통,52,좋음,13,보통,0.0565,좋음,0.0041,좋음,0.26,좋음,0.0021
2024-04-20:15,보통,77,보통,23,보통,0.0569,좋음,0.0040,좋음,0.27,좋음,0.0021
2024-04-20:14,나쁨,90,보통,29,보통,0.0501,좋음,0.0088,좋음,0.34,좋음,0.0023
2024-04-20:13,나쁨,99,보통,32,보통,0.0461,좋음,0.0122,좋음,0.37,좋음,0.0023
2024-04-20:12,나쁨,111,보통,34,보통,0.0439,좋음,0.0135,좋음,0.36,좋음,0.0023
2024-04-20:11,나쁨,115,보통,33,보통,0.0416,좋음,0.0141,좋음,0.37,좋음,0.0025
2024-04-20:10,나쁨,105,보통,30,보통,0.0403,좋음,0.0171,좋음,0.40,좋음,0.0026
2024-04-20:09,나쁨,99,보통,30,보통,0.0313,좋음,0.0260,좋음,0.38,좋음,0.0028
2024-04-20:08,나쁨,96,보통,29,좋음,0.0254,좋음,0.0269,좋음,0.38,좋음,0.0030
2024-04-20:07,나쁨,93,보통,28,보통,0.0328,좋음,0.0166,좋음,0.39,좋음,0.0029
2024-04-20:06,나쁨,91,보통,27,보통,0.0416,좋음,0.0097,좋음,0.36,좋음,0.0030
2024-04-20:05,나쁨,91,보통,27,보통,0.0488,좋음,0.0071,좋음,0.35,좋음,0.0026
2024-04-20:04,나쁨,95,보통,23,보통,0.0502,좋음,0.0055,좋음,0.34,좋음,0.0027
2024-04-20:03,나쁨,99,보통,23,보통,0.0534,좋음,0.0122,좋음,0.40,좋음,0.0033
2024-04-20:02,나쁨,103,보통,21,보통,0.0542,좋음,0.0105,좋음,0.37,좋음,0.0037
2024-04-20:01,나쁨,104,보통,24,보통,0.0515,좋음,0.0081,좋음,0.36,좋음,0.0029
2024-04-19:24,나쁨,105,보통,25,보통,0.0500,좋음,0.0140,좋음,0.43,좋음,0.0033
2024-04-19:23,나쁨,106,보통,22,보통,0.0576,좋음,0.0119,좋음,0.41,좋음,0.0030
2024-04-19:22,나쁨,108,보통,22,보통,0.0629,좋음,0.0105,좋음,0.41,좋음,0.0029
2024-04-19:21,나쁨,109,보통,22,보통,0.0688,좋음,0.0089,좋음,0.38,좋음,0.0030
2024-04-19:20,나쁨,109,보통,21,보통,0.0720,좋음,0.0076,좋음,0.38,좋음,0.0027
2024-04-19:19,나쁨,109,보통,22,보통,0.0792,좋음,0.0042,좋음,0.36,좋음,0.0026
2024-04-19:18,나쁨,115,보통,24,보통,0.0800,좋음,0.0038,좋음,0.34,좋음,0.0027
2024-04-19:17,나쁨,134,보통,29,보통,0.0833,좋음,0.0050,좋음,0.39,좋음,0.0031
2024-04-19:16,매우나쁨,153,보통,34,보통,0.0827,좋음,0.0067,좋음,0.41,좋음,0.0034
2024-04-19:15,매우나쁨,192,나쁨,47,보통,0.0783,좋음,0.0046,좋음,0.37,좋음,0.0030
2024-04-19:14,매우나쁨,257,나쁨,65,보통,0.0746,좋음,0.0050,좋음,0.36,좋음,0.0029
2024-04-19:13,매우나쁨,292,매우나쁨,80,보통,0.0673,좋음,0.0183,좋음,0.39,좋음,0.0035
2024-04-19:12,매우나쁨,280,매우나쁨,80,보통,0.0397,보통,0.0429,좋음,0.44,좋음,0.0041
2024-04-19:11,매우나쁨,253,나쁨,66,좋음,0.0269,보통,0.0547,좋음,0.48,좋음,0.0041
2024-04-19:10,매우나쁨,218,나쁨,46,좋음,0.0278,보통,0.0579,좋음,0.56,좋음,0.0042
2024-04-19:09,매우나쁨,197,나쁨,40,좋음,0.0292,보통,0.0368,좋음,0.55,좋음,0.0036
2024-04-19:08,매우나쁨,196,나쁨,40,좋음,0.0270,좋음,0.0226,좋음,0.64,좋음,0.0034
2024-04-19:07,매우나쁨,218,나쁨,42,보통,0.0379,좋음,0.0109,좋음,0.66,좋음,0.0037
2024-04-19:06,매우나쁨,246,나쁨,46,보통,0.0396,좋음,0.0078,좋음,0.56,좋음,0.0029
2024-04-19:05,매우나쁨,263,나쁨,50,보통,0.0423,좋음,0.0039,좋음,0.39,좋음,0.0024
2024-04-19:04,매우나쁨,273,나쁨,51,보통,0.0427,좋음,0.0023,좋음,0.32,좋음,0.0021
2024-04-19:03,매우나쁨,286,나쁨,52,보통,0.0400,좋음,0.0018,좋음,0.30,좋음,0.0021
2024-04-19:02,매우나쁨,298,나쁨,54,보통,0.0374,좋음,0.0017,좋음,0.28,좋음,0.0020
2024-04-19:01,매우나쁨,311,나쁨,56,보통,0.0367,좋음,0.0018,좋음,0.28,좋음,0.0020
2024-04-18:24,매우나쁨,319,나쁨,57,보통,0.0362,좋음,0.0021,좋음,0.28,좋음,0.0019
2024-04-18:23,매우나쁨,326,나쁨,56,보통,0.0316,좋음,0.0062,좋음,0.29,좋음,0.0023
2024-04-18:22,매우나쁨,328,나쁨,58,보통,0.0319,좋음,0.0071,좋음,0.30,좋음,0.0023
2024-04-18:21,매우나쁨,335,나쁨,58,보통,0.0355,좋음,0.0046,좋음,0.30,좋음,0.0020
2024-04-18:20,매우나쁨,343,나쁨,57,보통,0.0380,좋음,0.0044,좋음,0.30,좋음,0.0021
2024-04-18:19,매우나쁨,341,나쁨,54,보통,0.0431,좋음,0.0067,좋음,0.31,좋음,0.0021
2024-04-18:18,매우나쁨,328,나쁨,50,보통,0.0464,좋음,0.0069,좋음,0.32,좋음,0.0021
2024-04-18:17,매우나쁨,317,나쁨,51,보통,0.0494,좋음,0.0067,좋음,0.32,좋음,0.0024
2024-04-18:16,매우나쁨,299,나쁨,51,보통,0.0494,좋음,0.0087,좋음,0.34,좋음,0.0029
2024-04-18:15,매우나쁨,280,나쁨,47,보통,0.0498,좋음,0.0103,좋음,0.34,좋음,0.0032
2024-04-18:14,매우나쁨,267,나쁨,48,보통,0.0597,좋음,0.0072,좋음,0.38,좋음,0.0031
2024-04-18:13,매우나쁨,265,나쁨,52,보통,0.0583,좋음,0.0102,좋음,0.39,좋음,0.0033
2024-04-18:12,매우나쁨,262,나쁨,54,보통,0.0626,좋음,0.0153,좋음,0.45,좋음,0.0065
2024-04-18:11,매우나쁨,249,나쁨,52,보통,0.0603,좋음,0.0237,좋음,0.46,좋음,0.0096
2024-04-18:10,매우나쁨,226,나쁨,44,보통,0.0453,좋음,0.0267,좋음,0.51,좋음,0.0093
2024-04-18:09,매우나쁨,209,나쁨,42,보통,0.0315,좋음,0.0273,좋음,0.52,좋음,0.0047
2024-04-18:08,매우나쁨,209,나쁨,42,좋음,0.0201,좋음,0.0231,좋음,0.50,좋음,0.0026
2024-04-18:07,매우나쁨,216,나쁨,44,좋음,0.0236,좋음,0.0137,좋음,0.41,좋음,0.0027
2024-04-18:06,매우나쁨,227,나쁨,43,좋음,0.0251,좋음,0.0125,좋음,0.41,좋음,0.0025
2024-04-18:05,매우나쁨,236,나쁨,44,좋음,0.0264,좋음,0.0127,좋음,0.40,좋음,0.0024
2024-04-18:04,매우나쁨,236,나쁨,45,보통,0.0386,좋음,0.0053,좋음,0.37,좋음,0.0024
2024-04-18:03,매우나쁨,221,나쁨,43,보통,0.0423,좋음,0.0046,좋음,0.35,좋음,0.0024
2024-04-18:02,매우나쁨,206,나쁨,41,보통,0.0433,좋음,0.0042,좋음,0.37,좋음,0.0021
2024-04-18:01,매우나쁨,206,나쁨,41,보통,0.0443,좋음,0.0042,좋음,0.40,좋음,0.0021
2024-04-17:24,매우나쁨,207,나쁨,43,보통,0.0449,좋음,0.0050,좋음,0.40,좋음,0.0020
2024-04-17:23,매우나쁨,211,나쁨,44,보통,0.0400,좋음,0.0066,좋음,0.39,좋음,0.0022
2024-04-17:22,매우나쁨,214,나쁨,45,보통,0.0318,좋음,0.0163,좋음,0.41,좋음,0.0024
2024-04-17:21,매우나쁨,224,나쁨,46,보통,0.0332,좋음,0.0144,좋음,0.39,좋음,0.0026
2024-04-17:20,매우나쁨,237,나쁨,44,보통,0.0337,좋음,0.0167,좋음,0.40,좋음,0.0025
2024-04-17:19,매우나쁨,245,나쁨,43,보통,0.0426,좋음,0.0141,좋음,0.40,좋음,0.0025
2024-04-17:18,매우나쁨,236,나쁨,39,보통,0.0468,좋음,0.0177,좋음,0.41,좋음,0.0024
2024-04-17:17,매우나쁨,218,나쁨,37,보통,0.0566,좋음,0.0105,좋음,0.35,좋음,0.0023
2024-04-17:16,매우나쁨,207,나쁨,37,보통,0.0623,좋음,0.0063,좋음,0.35,좋음,0.0025
2024-04-17:15,매우나쁨,209,나쁨,39,,,,,,,,
2024-04-17:14,매우나쁨,209,나쁨,39,,,,,,,,
2024-04-17:13,매우나쁨,194,나쁨,38,보통,0.0670,좋음,0.0052,좋음,0.36,좋음,0.0037
2024-04-17:12,매우나쁨,165,나쁨,37,보통,0.0545,좋음,0.0145,좋음,0.39,좋음,0.0040
2024-04-17:11,매우나쁨,151,보통,32,보통,0.0378,좋음,0.0234,좋음,0.40,좋음,0.0030
2024-04-17:10,나쁨,131,보통,22,좋음,0.0296,보통,0.0322,좋음,0.42,좋음,0.0031
2024-04-17:09,나쁨,114,보통,20,좋음,0.0293,좋음,0.0298,좋음,0.42,좋음,0.0027
2024-04-17:08,나쁨,107,보통,19,좋음,0.0241,좋음,0.0279,좋음,0.43,좋음,0.0023
2024-04-17:07,나쁨,107,보통,17,보통,0.0390,좋음,0.0057,좋음,0.34,좋음,0.0021
2024-04-17:06,나쁨,107,보통,16,보통,0.0431,좋음,0.0037,좋음,0.32,좋음,0.0021
2024-04-17:05,나쁨,104,보통,16,보통,0.0451,좋음,0.0026,좋음,0.32,좋음,0.0021
2024-04-17:04,나쁨,99,보통,16,보통,0.0469,좋음,0.0024,좋음,0.32,좋음,0.0020
2024-04-17:03,나쁨,91,보통,17,보통,0.0462,좋음,0.0024,좋음,0.31,좋음,0.0021
2024-04-17:02,나쁨,82,보통,17,보통,0.0463,좋음,0.0024,좋음,0.30,좋음,0.0021
2024-04-17:01,보통,76,보통,16,보통,0.0428,좋음,0.0028,좋음,0.31,좋음,0.0020
2024-04-16:24,보통,68,좋음,14,보통,0.0406,좋음,0.0036,좋음,0.31,좋음,0.0021
2024-04-16:23,보통,57,좋음,14,보통,0.0403,좋음,0.0041,좋음,0.32,좋음,0.0020
2024-04-16:22,보통,51,좋음,12,보통,0.0391,좋음,0.0059,좋음,0.33,좋음,0.0020
2024-04-16:21,보통,43,좋음,9,보통,0.0454,좋음,0.0055,좋음,0.37,좋음,0.0021
2024-04-16:20,보통,33,좋음,9,보통,0.0465,좋음,0.0101,좋음,0.39,좋음,0.0021
2024-04-16:19,좋음,27,좋음,10,보통,0.0588,좋음,0.0045,좋음,0.36,좋음,0.0022
2024-04-16:18,좋음,23,좋음,12,보통,0.0599,좋음,0.0037,좋음,0.33,좋음,0.0021
2024-04-16:17,좋음,21,보통,17,보통,0.0618,좋음,0.0068,좋음,0.37,좋음,0.0024
2024-04-16:16,좋음,21,좋음,12,보통,0.0643,좋음,0.0037,좋음,0.34,좋음,0.0024
2024-04-16:15,좋음,18,좋음,6,보통,0.0640,좋음,0.0034,좋음,0.33,좋음,0.0023
2024-04-16:14,좋음,15,좋음,4,보통,0.0618,좋음,0.0027,좋음,0.30,좋음,0.0021
2024-04-16:13,좋음,16,좋음,5,보통,0.0564,좋음,0.0032,좋음,0.29,좋음,0.0019
2024-04-16:12,좋음,17,좋음,10,보통,0.0538,좋음,0.0030,좋음,0.31,좋음,0.0020
2024-04-16:11,좋음,17,좋음,12,보통,0.0483,좋음,0.0028,좋음,0.30,좋음,0.0020
2024-04-16:10,좋음,22,좋음,14,보통,0.0419,좋음,0.0034,좋음,0.31,좋음,0.0019
2024-04-16:09,좋음,24,좋음,13,보통,0.0310,좋음,0.0133,좋음,0.37,좋음,0.0021
2024-04-16:08,좋음,27,좋음,10,좋음,0.0249,좋음,0.0131,좋음,0.44,좋음,0.0022
2024-04-16:07,좋음,24,좋음,8,좋음,0.0256,좋음,0.0065,좋음,0.51,좋음,0.0022
2024-04-16:06,좋음,22,좋음,7,좋음,0.0223,좋음,0.0052,좋음,0.52,좋음,0.0021
2024-04-16:05,좋음,21,좋음,7,좋음,0.0292,좋음,0.0049,좋음,0.45,좋음,0.0021
2024-04-16:04,좋음,19,좋음,10,좋음,0.0290,좋음,0.0034,좋음,0.41,좋음,0.0022
2024-04-16:03,좋음,15,좋음,12,좋음,0.0295,좋음,0.0029,좋음,0.37,좋음,0.0020
2024-04-16:02,좋음,11,좋음,6,보통,0.0332,좋음,0.0026,좋음,0.39,좋음,0.0021
2024-04-16:01,좋음,9,좋음,7,보통,0.0368,좋음,0.0027,좋음,0.44,좋음,0.0020
2024-04-15:24,좋음,9,좋음,9,보통,0.0368,좋음,0.0049,좋음,0.29,좋음,0.0019
2024-04-15:23,좋음,13,좋음,9,보통,0.0392,좋음,0.0071,좋음,0.30,좋음,0.0021
2024-04-15:22,좋음,12,좋음,10,보통,0.0395,좋음,0.0099,좋음,0.32,좋음,0.0025
2024-04-15:21,좋음,12,좋음,9,보통,0.0395,좋음,0.0120,좋음,0.33,좋음,0.0025
2024-04-15:20,좋음,10,좋음,9,보통,0.0406,좋음,0.0124,좋음,0.36,좋음,0.0031
2024-04-15:19,좋음,10,좋음,9,보통,0.0417,좋음,0.0135,좋음,0.35,좋음,0.0021
2024-04-15:18,좋음,12,좋음,7,보통,0.0490,좋음,0.0064,좋음,0.29,좋음,0.0020
2024-04-15:17,좋음,14,좋음,12,보통,0.0492,좋음,0.0075,좋음,0.29,좋음,0.0020
2024-04-15:16,좋음,15,좋음,12,보통,0.0426,좋음,0.0154,좋음,0.32,좋음,0.0020
2024-04-15:15,좋음,13,좋음,9,좋음,0.0282,좋음,0.0286,좋음,0.34,좋음,0.0021
2024-04-15:14,좋음,10,좋음,6,보통,0.0461,좋음,0.0088,좋음,0.30,좋음,0.0020
2024-04-15:13,좋음,14,좋음,5,보통,0.0517,좋음,0.0036,좋음,0.29,좋음,0.0020
2024-04-15:12,좋음,17,좋음,9,보통,0.0505,좋음,0.0052,좋음,0.29,좋음,0.0021
2024-04-15:11,좋음,20,좋음,10,보통,0.0500,좋음,0.0061,좋음,0.29,좋음,0.0024
2024-04-15:10,좋음,20,좋음,9,보통,0.0443,좋음,0.0093,좋음,0.31,좋음,0.0026
2024-04-15:09,좋음,22,좋음,12,보통,0.0464,좋음,0.0130,좋음,0.30,좋음,0.0025
2024-04-15:08,좋음,25,좋음,13,보통,0.0368,좋음,0.0136,좋음,0.35,좋음,0.0029
2024-04-15:07,좋음,22,좋음,13,좋음,0.0247,좋음,0.0162,좋음,0.36,좋음,0.0025
2024-04-15:06,좋음,20,좋음,15,보통,0.0346,좋음,0.0091,좋음,0.33,좋음,0.0024
2024-04-15:05,좋음,20,보통,16,보통,0.0402,좋음,0.0058,좋음,0.31,좋음,0.0024
2024-04-15:04,좋음,21,좋음,11,보통,0.0375,좋음,0.0077,좋음,0.31,좋음,0.0022
2024-04-15:03,좋음,22,좋음,11,보통,0.0462,좋음,0.0052,좋음,0.30,좋음,0.0024
2024-04-15:02,좋음,23,좋음,10,보통,0.0413,좋음,0.0058,좋음,0.30,좋음,0.0023
2024-04-15:01,좋음,27,좋음,13,보통,0.0426,좋음,0.0052,좋음,0.31,좋음,0.0023
2024-04-14:24,좋음,29,보통,16,보통,0.0310,좋음,0.0103,좋음,0.35,좋음,0.0024
2024-04-14:23,좋음,30,보통,17,좋음,0.0273,좋음,0.0143,좋음,0.40,좋음,0.0026
2024-04-14:22,좋음,30,보통,18,보통,0.0310,좋음,0.0153,좋음,0.43,좋음,0.0028
2024-04-14:21,보통,32,보통,20,보통,0.0322,좋음,0.0169,좋음,0.44,좋음,0.0031
2024-04-14:20,보통,36,보통,22,보통,0.0352,좋음,0.0160,좋음,0.46,좋음,0.0035
2024-04-14:19,보통,36,보통,24,보통,0.0443,좋음,0.0176,좋음,0.49,좋음,0.0045
2024-04-14:18,보통,33,보통,25,보통,0.0493,좋음,0.0178,좋음,0.49,좋음,0.0043
2024-04-14:17,보통,32,보통,24,,,,,,,,
2024-04-14:16,보통,34,보통,21,보통,0.0501,좋음,0.0010,좋음,0.45,좋음,0.0037
2024-04-14:15,보통,36,보통,17,보통,0.0475,좋음,0.0010,좋음,0.39,좋음,0.0035
2024-04-14:14,보통,34,보통,19,보통,0.0409,좋음,0.0010,좋음,0.35,좋음,0.0034
2024-04-14:13,보통,37,보통,24,보통,0.0455,좋음,0.0010,좋음,0.33,좋음,0.0035
2024-04-14:12,보통,39,보통,25,보통,0.0488,좋음,0.0011,좋음,0.33,좋음,0.0037
2024-04-14:11,보통,41,보통,27,보통,0.0368,좋음,0.0011,좋음,0.33,좋음,0.0034
2024-04-14:10,보통,32,보통,17,좋음,0.0294,좋음,0.0010,좋음,0.34,좋음,0.0036
2024-04-14:09,좋음,20,좋음,8,보통,0.0330,좋음,0.0015,좋음,0.37,좋음,0.0035
2024-04-14:08,좋음,13,좋음,5,좋음,0.0294,좋음,0.0010,좋음,0.32,좋음,0.0022
2024-04-14:07,좋음,14,좋음,5,보통,0.0378,좋음,0.0016,좋음,0.26,좋음,0.0022
2024-04-14:06,좋음,15,좋음,6,보통,0.0378,좋음,0.0010,좋음,0.25,좋음,0.0022
2024-04-14:05,좋음,17,좋음,10,보통,0.0375,좋음,0.0010,좋음,0.24,좋음,0.0022
2024-04-14:04,좋음,18,좋음,14,보통,0.0364,좋음,0.0010,좋음,0.25,좋음,0.0022
2024-04-14:03,좋음,18,좋음,13,보통,0.0369,좋음,0.0010,좋음,0.25,좋음,0.0022
2024-04-14:02,좋음,19,좋음,12,보통,0.0361,좋음,0.0010,좋음,0.27,좋음,0.0022
2024-04-14:01,좋음,18,좋음,10,보통,0.0360,좋음,0.0010,좋음,0.27,좋음,0.0023
2024-04-13:24,좋음,17,좋음,10,보통,0.0355,좋음,0.0010,좋음,0.27,좋음,0.0023
2024-04-13:23,좋음,21,좋음,10,보통,0.0377,좋음,0.0010,좋음,0.26,좋음,0.0023
2024-04-13:22,좋음,26,좋음,12,보통,0.0341,좋음,0.0010,좋음,0.29,좋음,0.0025
2024-04-13:21,좋음,25,좋음,11,보통,0.0337,좋음,0.0010,좋음,0.30,좋음,0.0027
2024-04-13:20,좋음,22,좋음,11,보통,0.0333,좋음,0.0010,좋음,0.33,좋음,0.0030
2024-04-13:19,좋음,18,좋음,7,보통,0.0377,좋음,0.0010,좋음,0.35,좋음,0.0031
2024-04-13:18,좋음,16,좋음,5,보통,0.0459,좋음,0.0010,좋음,0.30,좋음,0.0029
2024-04-13:17,좋음,19,좋음,10,보통,0.0551,좋음,0.0010,좋음,0.25,좋음,0.0023
2024-04-13:16,좋음,28,좋음,15,보통,0.0556,좋음,0.0010,좋음,0.27,좋음,0.0023
2024-04-13:15,보통,37,보통,22,보통,0.0597,좋음,0.0010,좋음,0.28,좋음,0.0025
2024-04-13:14,보통,49,보통,33,보통,0.0648,좋음,0.0010,좋음,0.30,좋음,0.0028
2024-04-13:13,보통,62,나쁨,44,보통,0.0659,좋음,0.0010,좋음,0.34,좋음,0.0042
2024-04-13:12,보통,70,나쁨,50,보통,0.0494,좋음,0.0010,좋음,0.36,좋음,0.0043
2024-04-13:11,보통,66,나쁨,46,보통,0.0378,좋음,0.0011,좋음,0.39,좋음,0.0050
2024-04-13:10,보통,39,보통,27,좋음,0.0220,좋음,0.0011,좋음,0.41,좋음,0.0045
2024-04-13:09,좋음,19,좋음,10,좋음,0.0245,좋음,0.0011,좋음,0.39,좋음,0.0033
2024-04-13:08,좋음,16,좋음,8,좋음,0.0245,좋음,0.0011,좋음,0.37,좋음,0.0024
2024-04-13:07,좋음,17,좋음,10,좋음,0.0273,좋음,0.0014,좋음,0.31,좋음,0.0022
2024-04-13:06,좋음,16,좋음,13,보통,0.0332,좋음,0.0033,좋음,0.26,좋음,0.0022
2024-04-13:05,좋음,16,좋음,15,보통,0.0352,좋음,0.0036,좋음,0.27,좋음,0.0022
2024-04-13:04,좋음,16,좋음,8,보통,0.0355,좋음,0.0028,좋음,0.27,좋음,0.0023
2024-04-13:03,좋음,15,좋음,7,보통,0.0361,좋음,0.0026,좋음,0.27,좋음,0.0022
2024-04-13:02,좋음,12,좋음,6,보통,0.0357,좋음,0.0032,좋음,0.27,좋음,0.0023
2024-04-13:01,좋음,13,좋음,6,보통,0.0354,좋음,0.0041,좋음,0.27,좋음,0.0024
2024-04-12:24,좋음,20,좋음,10,보통,0.0343,좋음,0.0062,좋음,0.27,좋음,0.0024
2024-04-12:23,좋음,26,보통,17,보통,0.0340,좋음,0.0072,좋음,0.28,좋음,0.0024
2024-04-12:22,보통,31,보통,26,좋음,0.0280,좋음,0.0146,좋음,0.31,좋음,0.0024
2024-04-12:21,보통,35,보통,32,보통,0.0318,좋음,0.0133,좋음,0.33,좋음,0.0030
2024-04-12:20,보통,40,보통,26,좋음,0.0265,좋음,0.0239,좋음,0.39,좋음,0.0034
2024-04-12:19,보통,38,보통,24,보통,0.0314,보통,0.0370,좋음,0.44,좋음,0.0040
2024-04-12:18,보통,31,보통,20,보통,0.0339,보통,0.0369,좋음,0.38,좋음,0.0040
2024-04-12:17,보통,32,보통,17,보통,0.0493,좋음,0.0098,좋음,0.28,좋음,0.0025
2024-04-12:16,보통,34,보통,19,보통,0.0557,좋음,0.0050,좋음,0.28,좋음,0.0024
2024-04-12:15,보통,43,보통,26,보통,0.0559,좋음,0.0067,좋음,0.30,좋음,0.0026
2024-04-12:14,보통,58,나쁨,37,보통,0.0554,좋음,0.0079,좋음,0.31,좋음,0.0028
2024-04-12:13,보통,71,나쁨,49,보통,0.0517,좋음,0.0198,좋음,0.38,좋음,0.0039
2024-04-12:12,보통,80,나쁨,52,보통,0.0315,보통,0.0417,좋음,0.42,좋음,0.0050
2024-04-12:11,보통,70,나쁨,44,보통,0.0367,보통,0.0363,좋음,0.44,좋음,0.0053
2024-04-12:10,보통,47,보통,25,좋음,0.0223,보통,0.0469,좋음,0.44,좋음,0.0046
2024-04-12:09,좋음,27,좋음,12,좋음,0.0142,보통,0.0506,좋음,0.45,좋음,0.0041
2024-04-12:08,좋음,24,좋음,12,좋음,0.0216,좋음,0.0258,좋음,0.45,좋음,0.0030
2024-04-12:07,좋음,24,좋음,13,보통,0.0309,좋음,0.0163,좋음,0.31,좋음,0.0029
2024-04-12:06,좋음,25,좋음,13,보통,0.0405,좋음,0.0036,좋음,0.27,좋음,0.0030
2024-04-12:05,좋음,27,좋음,14,보통,0.0418,좋음,0.0020,좋음,0.27,좋음,0.0029
2024-04-12:04,좋음,28,보통,16,보통,0.0392,좋음,0.0024,좋음,0.27,좋음,0.0027
2024-04-12:03,좋음,29,보통,17,보통,0.0397,좋음,0.0024,좋음,0.27,좋음,0.0026
2024-04-12:02,좋음,30,보통,18,보통,0.0402,좋음,0.0026,좋음,0.28,좋음,0.0028
2024-04-12:01,보통,31,좋음,15,보통,0.0376,좋음,0.0042,좋음,0.29,좋음,0.0029
2024-04-11:24,보통,33,보통,17,보통,0.0361,좋음,0.0061,좋음,0.31,좋음,0.0030
2024-04-11:23,보통,38,보통,23,보통,0.0364,좋음,0.0081,좋음,0.31,좋음,0.0034
2024-04-11:22,보통,43,보통,28,좋음,0.0258,좋음,0.0193,좋음,0.39,좋음,0.0036
2024-04-11:21,보통,42,보통,31,좋음,0.0226,좋음,0.0277,좋음,0.40,좋음,0.0041
2024-04-11:20,보통,44,보통,27,보통,0.0333,좋음,0.0227,좋음,0.39,좋음,0.0044
2024-04-11:19,보통,55,보통,30,보통,0.0441,좋음,0.0124,좋음,0.31,좋음,0.0032
2024-04-11:18,보통,56,보통,33,좋음,0.0166,보통,0.0416,좋음,0.38,좋음,0.0040
2024-04-11:17,보통,53,보통,30,좋음,0.0181,보통,0.0441,좋음,0.39,좋음,0.0048
2024-04-11:16,보통,52,보통,29,좋음,0.0164,보통,0.0454,좋음,0.36,좋음,0.0035
2024-04-11:15,보통,49,보통,29,좋음,0.0160,보통,0.0451,좋음,0.35,좋음,0.0034
2024-04-11:14,보통,52,보통,31,좋음,0.0284,보통,0.0332,좋음,0.33,좋음,0.0034
2024-04-11:13,보통,61,나쁨,40,좋음,0.0267,보통,0.0356,좋음,0.34,좋음,0.0039
2024-04-11:12,보통,57,나쁨,37,좋음,0.0206,보통,0.0423,좋음,0.35,좋음,0.0039
2024-04-11:11,보통,43,보통,26,좋음,0.0211,보통,0.0410,좋음,0.36,좋음,0.0036
2024-04-11:10,좋음,27,좋음,12,좋음,0.0160,보통,0.0372,좋음,0.36,좋음,0.0030
2024-04-11:09,좋음,21,좋음,5,좋음,0.0173,보통,0.0324,좋음,0.36,좋음,0.0029
2024-04-11:08,좋음,18,좋음,6,좋음,0.0223,좋음,0.0196,좋음,0.36,좋음,0.0024
2024-04-11:07,좋음,16,좋음,7,좋음,0.0234,좋음,0.0136,좋음,0.30,좋음,0.0023
2024-04-11:06,좋음,17,좋음,8,좋음,0.0277,좋음,0.0082,좋음,0.28,좋음,0.0023
2024-04-11:05,좋음,16,좋음,10,좋음,0.0294,좋음,0.0063,좋음,0.26,좋음,0.0023
2024-04-11:04,좋음,18,좋음,11,보통,0.0324,좋음,0.0053,좋음,0.26,좋음,0.0022
2024-04-11:03,좋음,21,좋음,10,보통,0.0348,좋음,0.0043,좋음,0.26,좋음,0.0022
2024-04-11:02,좋음,23,좋음,10,보통,0.0354,좋음,0.0048,좋음,0.26,좋음,0.0022
2024-04-11:01,좋음,21,좋음,8,보통,0.0347,좋음,0.0055,좋음,0.26,좋음,0.0022
2024-04-10:24,좋음,19,좋음,7,보통,0.0362,좋음,0.0060,좋음,0.26,좋음,0.0023
2024-04-10:23,좋음,19,좋음,6,보통,0.0380,좋음,0.0056,좋음,0.26,좋음,0.0023
2024-04-10:22,좋음,21,좋음,10,보통,0.0411,좋음,0.0048,좋음,0.26,좋음,0.0022
2024-04-10:21,좋음,20,좋음,13,보통,0.0417,좋음,0.0060,좋음,0.27,좋음,0.0023
2024-04-10:20,좋음,21,좋음,8,보통,0.0420,좋음,0.0065,좋음,0.27,좋음,0.0023
